0.5,1,100000.0,10,1,1.846405169410335
0.5,1,100000.0,10,2,1.283846185941236
0.5,1,100000.0,10,5,1.0603706829835216
0.5,1,100000.0,10,10,1.0242214654202924
0.7,1,100000.0,10,1,2.975551589760232
0.7,1,100000.0,10,2,1.6250109034547977
0.7,1,100000.0,10,5,1.2530026037406403
0.7,1,100000.0,10,10,1.1573867051197888
0.9,1,100000.0,10,1,9.267196072921733
0.9,1,100000.0,10,2,2.690270135257199
0.9,1,100000.0,10,5,1.949881044162191
0.9,1,100000.0,10,10,1.8079800075408907
0.95,1,100000.0,10,1,18.866138259622428
0.95,1,100000.0,10,2,3.9669869029037157
0.95,1,100000.0,10,5,2.754458375519454
0.95,1,100000.0,10,10,2.7159941315241194
0.99,1,100000.0,10,1,82.99569723792612
0.99,1,100000.0,10,2,14.674015319216382
0.99,1,100000.0,10,5,7.88849483561263
0.99,1,100000.0,10,10,9.194970726182863
0.5,1,100000.0,10,1,1.7780791979992503
0.5,1,100000.0,10,2,1.2818125146731951
0.5,1,100000.0,10,5,1.0603637658113567
0.5,1,100000.0,10,10,1.0242205080937576
0.7,1,100000.0,10,1,2.742041640868504
0.7,1,100000.0,10,2,1.6082651949190412
0.7,1,100000.0,10,5,1.2519668340492156
0.7,1,100000.0,10,10,1.1569728924802967
0.9,1,100000.0,10,1,8.633509812726613
0.9,1,100000.0,10,2,2.5168443955304816
0.9,1,100000.0,10,5,1.895636746508012
0.9,1,100000.0,10,10,1.767036841249319
0.95,1,100000.0,10,1,18.06717020458065
0.95,1,100000.0,10,2,3.5806441058988225
0.95,1,100000.0,10,5,2.5639618055508695
0.95,1,100000.0,10,10,2.527552719413366
0.99,1,100000.0,10,1,82.04485953613379
0.99,1,100000.0,10,2,13.864648325641541
0.99,1,100000.0,10,5,7.228244061458718
0.99,1,100000.0,10,10,8.528235351227845
0.5,1,100000.0,10,1,1.7240125085107603
0.5,1,100000.0,10,2,1.2807358483589124
0.5,1,100000.0,10,5,1.0603491891577361
0.5,1,100000.0,10,10,1.0242205080937576
0.7,1,100000.0,10,1,2.4412776166120356
0.7,1,100000.0,10,2,1.5996591551624986
0.7,1,100000.0,10,5,1.251335104852666
0.7,1,100000.0,10,10,1.1567360067259067
0.9,1,100000.0,10,1,7.208173336312516
0.9,1,100000.0,10,2,2.3715461523440045
0.9,1,100000.0,10,5,1.8637991312322046
0.9,1,100000.0,10,10,1.7396399434845256
0.95,1,100000.0,10,1,15.997371553765667
0.95,1,100000.0,10,2,3.080684414542614
0.95,1,100000.0,10,5,2.377978837330539
0.95,1,100000.0,10,10,2.3278364523297186
0.99,1,100000.0,10,1,79.29639862536402
0.99,1,100000.0,10,2,11.84957003835808
0.99,1,100000.0,10,5,5.888119658652559
0.99,1,100000.0,10,10,7.029296883712775
0.5,1,100000.0,10,1,1.7143809526379539
0.5,1,100000.0,10,2,1.2805432122361378
0.5,1,100000.0,10,5,1.060347694263712
0.5,1,100000.0,10,10,1.0242205080937576
0.7,1,100000.0,10,1,2.3430537974009624
0.7,1,100000.0,10,2,1.5980735836661875
0.7,1,100000.0,10,5,1.2512342786175024
0.7,1,100000.0,10,10,1.156733246599419
0.9,1,100000.0,10,1,5.882781329288392
0.9,1,100000.0,10,2,2.348909139416372
0.9,1,100000.0,10,5,1.8572774393724503
0.9,1,100000.0,10,10,1.7363032009670227
0.95,1,100000.0,10,1,13.453672699536384
0.95,1,100000.0,10,2,2.9405041043256244
0.95,1,100000.0,10,5,2.3336138785948752
0.95,1,100000.0,10,10,2.267344116445835
0.99,1,100000.0,10,1,75.04290948331521
0.99,1,100000.0,10,2,9.58278578001969
0.99,1,100000.0,10,5,4.828922230118796
0.99,1,100000.0,10,10,5.640780941966611
